授業コード,曜日,時限,学部,授業名,学期,担当教員,配当年次,単位数,詳細URL,みんキャン検索LINK
SL8R,木,3,商学部,英語（ａ）Ⅲ（REG）,春学期,ハダス、マイク,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8487&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%8F%E3%83%80%E3%82%B9%E3%80%81%E3%83%9E%E3%82%A4%E3%82%AF
SL8S,木,3,商学部,英語（ａ）Ⅲ（REG）,春学期,ハドランド、エリック,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8486&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%8F%E3%83%89%E3%83%A9%E3%83%B3%E3%83%89%E3%80%81%E3%82%A8%E3%83%AA%E3%83%83%E3%82%AF
SL8T,木,3,商学部,英語（ａ）Ⅲ（REG）,春学期,パン、イーエー,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8485&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%91%E3%83%B3%E3%80%81%E3%82%A4%E3%83%BC%E3%82%A8%E3%83%BC
SL8U,木,3,商学部,英語（ａ）Ⅲ（REG）,春学期,徳間　伸一,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8484&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%BE%B3%E9%96%93
SL8V,木,3,商学部,英語（ａ）Ⅲ（REG）,春学期,ホーキング、リチャード,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8483&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%9B%E3%83%BC%E3%82%AD%E3%83%B3%E3%82%B0%E3%80%81%E3%83%AA%E3%83%81%E3%83%A3%E3%83%BC%E3%83%89
FL8W,月,2,商学部,英語（ａ）Ⅱ（REG）,秋学期,宮川　敬子,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8482&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%AE%E5%B7%9D
FL8X,火,2,商学部,英語（ａ）Ⅱ（REG）,秋学期,小瀬　百合子,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8481&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%8F%E7%80%AC
FL8Y,水,2,商学部,英語（ａ）Ⅱ（REG）,秋学期,中村　亨,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8480&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%B8%AD%E6%9D%91
FL8Z,月,1,商学部,英語（ａ）Ⅱ（REG）,秋学期,大江　公樹,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8479&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%A4%A7%E6%B1%9F
FL90,水,1,商学部,英語（ａ）Ⅱ（REG）,秋学期,榊原　かをり,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8478&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%A6%8A%E5%8E%9F
FL91,月,1,商学部,英語（ａ）Ⅱ（REG）,秋学期,宮川　敬子,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8477&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%AE%E5%B7%9D
FL92,水,2,商学部,英語（ａ）Ⅱ（REG）,秋学期,小嶺　智枝,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8476&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%8F%E5%B6%BA
FL93,水,2,商学部,英語（ａ）Ⅱ（REG）,秋学期,笹川　浩,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8475&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%AC%B9%E5%B7%9D
FL94,火,1,商学部,英語（ａ）Ⅱ（REG）,秋学期,小瀬　百合子,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8474&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%8F%E7%80%AC
FL95,金,1,商学部,英語（ａ）Ⅱ（REG）,秋学期,藤原　弥生,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8473&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%97%A4%E5%8E%9F
FL96,水,2,商学部,英語（ａ）Ⅱ（REG）,秋学期,宇野　久恵,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8472&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%87%E9%87%8E
FL97,月,1,商学部,英語（ａ）Ⅱ（REG）,秋学期,伊藤　千晴,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8471&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%BC%8A%E8%97%A4
FL98,水,1,商学部,英語（ａ）Ⅱ（REG）,秋学期,中村　亨,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8470&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%B8%AD%E6%9D%91
FL99,木,1,商学部,英語（ａ）Ⅱ（REG）,秋学期,笹川　浩,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8469&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%AC%B9%E5%B7%9D
FL9A,水,1,商学部,英語（ａ）Ⅱ（REG）,秋学期,笹川　浩,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8468&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%AC%B9%E5%B7%9D
FL9B,金,1,商学部,英語（ａ）Ⅱ（REG）,秋学期,松本　淳子,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8467&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9D%BE%E6%9C%AC
FL9C,火,1,商学部,英語（ａ）Ⅱ（REG）,秋学期,薦田　嘉人,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8466&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%96%A6%E7%94%B0
FL9D,木,2,商学部,英語（ａ）Ⅱ（REG）,秋学期,笹川　浩,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8465&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%AC%B9%E5%B7%9D
FL9E,火,2,商学部,英語（ａ）Ⅱ（REG）,秋学期,佐藤　文子,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8464&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%BD%90%E8%97%A4
FL9F,水,1,商学部,英語（ａ）Ⅱ（REG）,秋学期,宇野　久恵,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8463&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%87%E9%87%8E
FL9G,水,2,商学部,英語（ａ）Ⅱ（REG）,秋学期,榊原　かをり,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8462&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%A6%8A%E5%8E%9F
FL9H,火,2,商学部,英語（ａ）Ⅱ（REG）,秋学期,小菅　隼人,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8461&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%8F%E8%8F%85
FL9I,木,2,商学部,英語（ａ）Ⅱ（REG）,秋学期,石垣　弥麻,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8460&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%9F%B3%E5%9E%A3
FL9J,火,2,商学部,英語（ａ）Ⅱ（REG）,秋学期,福西　由実子,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8459&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%A6%8F%E8%A5%BF
FL9K,木,2,商学部,英語（ａ）Ⅱ（REG）,秋学期,窪薗　晴夫,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8458&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%AA%AA%E8%96%97
FL9L,水,1,商学部,英語（ａ）Ⅱ（REG）,秋学期,小嶺　智枝,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8457&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%8F%E5%B6%BA
FL9M,金,2,商学部,英語（ａ）Ⅱ（REG）,秋学期,松本　淳子,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8456&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9D%BE%E6%9C%AC
FL9N,火,2,商学部,英語（ａ）Ⅱ（REG）,秋学期,薦田　嘉人,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8455&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%96%A6%E7%94%B0
FL9O,月,2,商学部,英語（ａ）Ⅱ（REG）,秋学期,伊藤　千晴,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8454&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%BC%8A%E8%97%A4
FL9P,金,2,商学部,英語（ａ）Ⅱ（REG）,秋学期,藤原　弥生,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8453&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%97%A4%E5%8E%9F
FL9Q,火,1,商学部,英語（ａ）Ⅱ（REG）,秋学期,守本　真帆,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8452&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%88%E6%9C%AC
FL9R,月,2,商学部,英語（ａ）Ⅱ（REG）,秋学期,大江　公樹,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8451&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%A4%A7%E6%B1%9F
FL9S,金,2,商学部,英語（ａ）Ⅱ（REG）,秋学期,中村　亨,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8450&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%B8%AD%E6%9D%91
FL9T,金,2,商学部,英語（ａ）Ⅱ（REG）,秋学期,福西　由実子,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8449&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%A6%8F%E8%A5%BF
FL9U,木,1,商学部,英語（ａ）Ⅱ（REG）,秋学期,石垣　弥麻,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8448&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%9F%B3%E5%9E%A3
SL8W,月,2,商学部,英語（ａ）Ⅰ（REG）,春学期,宮川　敬子,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8447&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%AE%E5%B7%9D
SL8X,火,2,商学部,英語（ａ）Ⅰ（REG）,春学期,小瀬　百合子,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8446&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%8F%E7%80%AC
SL8Y,水,2,商学部,英語（ａ）Ⅰ（REG）,春学期,中村　亨,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8445&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%B8%AD%E6%9D%91
SL8Z,月,1,商学部,英語（ａ）Ⅰ（REG）,春学期,大江　公樹,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8444&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%A4%A7%E6%B1%9F
SL90,水,1,商学部,英語（ａ）Ⅰ（REG）,春学期,榊原　かをり,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8443&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%A6%8A%E5%8E%9F
SL91,月,1,商学部,英語（ａ）Ⅰ（REG）,春学期,宮川　敬子,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8442&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%AE%E5%B7%9D
SL92,水,2,商学部,英語（ａ）Ⅰ（REG）,春学期,小嶺　智枝,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8441&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%8F%E5%B6%BA
SL93,水,2,商学部,英語（ａ）Ⅰ（REG）,春学期,笹川　浩,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8440&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%AC%B9%E5%B7%9D
SL94,火,1,商学部,英語（ａ）Ⅰ（REG）,春学期,小瀬　百合子,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8439&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%8F%E7%80%AC
SL95,金,1,商学部,英語（ａ）Ⅰ（REG）,春学期,藤原　弥生,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8438&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%97%A4%E5%8E%9F
SL96,水,2,商学部,英語（ａ）Ⅰ（REG）,春学期,宇野　久恵,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8437&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%87%E9%87%8E
SL97,月,1,商学部,英語（ａ）Ⅰ（REG）,春学期,伊藤　千晴,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8436&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%BC%8A%E8%97%A4
SL98,水,1,商学部,英語（ａ）Ⅰ（REG）,春学期,中村　亨,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8435&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%B8%AD%E6%9D%91
SL99,木,1,商学部,英語（ａ）Ⅰ（REG）,春学期,笹川　浩,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8434&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%AC%B9%E5%B7%9D
SL9A,水,1,商学部,英語（ａ）Ⅰ（REG）,春学期,笹川　浩,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8433&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%AC%B9%E5%B7%9D
SL9B,金,1,商学部,英語（ａ）Ⅰ（REG）,春学期,松本　淳子,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8432&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9D%BE%E6%9C%AC
SL9C,火,1,商学部,英語（ａ）Ⅰ（REG）,春学期,薦田　嘉人,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8431&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%96%A6%E7%94%B0
SL9D,木,2,商学部,英語（ａ）Ⅰ（REG）,春学期,笹川　浩,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8430&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%AC%B9%E5%B7%9D
SL9E,火,2,商学部,英語（ａ）Ⅰ（REG）,春学期,佐藤　文子,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8429&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%BD%90%E8%97%A4
SL9F,水,1,商学部,英語（ａ）Ⅰ（REG）,春学期,宇野　久恵,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8428&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%87%E9%87%8E
SL9G,水,2,商学部,英語（ａ）Ⅰ（REG）,春学期,榊原　かをり,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8427&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%A6%8A%E5%8E%9F
SL9H,火,2,商学部,英語（ａ）Ⅰ（REG）,春学期,小菅　隼人,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8426&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%8F%E8%8F%85
SL9I,木,2,商学部,英語（ａ）Ⅰ（REG）,春学期,石垣　弥麻,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8425&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%9F%B3%E5%9E%A3
SL9J,火,2,商学部,英語（ａ）Ⅰ（REG）,春学期,福西　由実子,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8424&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%A6%8F%E8%A5%BF
SL9K,木,2,商学部,英語（ａ）Ⅰ（REG）,春学期,窪薗　晴夫,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8423&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%AA%AA%E8%96%97
SL9L,水,1,商学部,英語（ａ）Ⅰ（REG）,春学期,小嶺　智枝,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8422&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%8F%E5%B6%BA
SL9M,金,2,商学部,英語（ａ）Ⅰ（REG）,春学期,松本　淳子,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8421&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9D%BE%E6%9C%AC
SL9N,火,2,商学部,英語（ａ）Ⅰ（REG）,春学期,薦田　嘉人,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8420&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%96%A6%E7%94%B0
SL9O,月,2,商学部,英語（ａ）Ⅰ（REG）,春学期,伊藤　千晴,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8419&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%BC%8A%E8%97%A4
SL9P,金,2,商学部,英語（ａ）Ⅰ（REG）,春学期,藤原　弥生,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8418&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%97%A4%E5%8E%9F
SL9Q,火,1,商学部,英語（ａ）Ⅰ（REG）,春学期,守本　真帆,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8417&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%88%E6%9C%AC
SL9R,月,2,商学部,英語（ａ）Ⅰ（REG）,春学期,大江　公樹,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8416&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%A4%A7%E6%B1%9F
SL9S,金,2,商学部,英語（ａ）Ⅰ（REG）,春学期,中村　亨,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8415&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E4%B8%AD%E6%9D%91
SL9T,金,2,商学部,英語（ａ）Ⅰ（REG）,春学期,福西　由実子,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8414&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%A6%8F%E8%A5%BF
SL9U,木,1,商学部,英語（ａ）Ⅰ（REG）,春学期,石垣　弥麻,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8413&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%9F%B3%E5%9E%A3
SO09,火,4,商学部,コンピュータ演習（ビジネス情報基礎）,春学期,米岡　学,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8412&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%B1%B3%E5%B2%A1
FO05,火,4,商学部,コンピュータ演習（ビジネス情報基礎）,秋学期,竹田　信夫,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8411&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%AB%B9%E7%94%B0
SO0A,火,5,商学部,コンピュータ演習（ビジネス情報基礎）,春学期,竹田　信夫,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8410&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%AB%B9%E7%94%B0
SO0B,木,2,商学部,コンピュータ演習（プログラム開発）,春学期,吉田　健一郎,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8409&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%90%89%E7%94%B0
SO0C,木,5,商学部,コンピュータ演習（プログラム開発）,春学期,木川　明彦,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8408&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9C%A8%E5%B7%9D
SO0D,金,5,商学部,コンピュータ演習（データ分析）,春学期,吉田　健一郎,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8407&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%90%89%E7%94%B0
SO0E,木,3,商学部,コンピュータ演習（データ分析）,春学期,吉田　健一郎,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8406&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%90%89%E7%94%B0
FO06,月,2,商学部,コンピュータ演習（データベース）,秋学期,大曽根　匡,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8405&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%A4%A7%E6%9B%BD%E6%A0%B9
SO0F,月,3,商学部,コンピュータ演習（データベース）,春学期,大曽根　匡,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8404&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%A4%A7%E6%9B%BD%E6%A0%B9
SO0G,月,2,商学部,コンピュータ演習（データベース）,春学期,大曽根　匡,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8403&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%A4%A7%E6%9B%BD%E6%A0%B9
